dataset,model,mean_rmse,min_rmse,max_rmse,std_rmse,mean_mae,min_mae,max_mae,std_mae,mean_r2,min_r2,max_r2,std_r2,n_seeds,n_train,n_test,n_features,n_intermediates,n_targets
airfoil_self_noise,prism_z_acp_xgboost,2.4438349950017537,2.154449873868971,2.8749893230775387,0.263581390791674,1.7950846100979512,1.6396090826254923,1.9903260173592296,0.12877694703866102,0.8709024477108297,0.8401820147942827,0.9033901982511716,0.022789970875883015,5,961,301,4,1,1
airfoil_self_noise,prism_z_acp_random_forest,2.494047958532259,2.1625273905164204,2.9712184959943952,0.3004131479170898,1.8115356069065647,1.6325711446633868,2.0155777292469907,0.1391603681886621,0.865438235521772,0.8293043873197825,0.9026644165306932,0.02636358592991093,5,961,301,4,1,1
airfoil_self_noise,prism_z_xgboost,2.4954260864444144,2.2236863363906205,2.885811633057275,0.24268784225593568,1.836069746097539,1.6942914950079495,1.9858480874824072,0.10907697391662291,0.8654567357576604,0.8389765458731749,0.8970810237102596,0.021642962693852377,5,961,301,4,1,1
airfoil_self_noise,prism_z_random_forest,2.498109304633456,2.170838238873353,2.976996292485269,0.3006713747810119,1.820210865012708,1.648335143799445,2.0311760253174964,0.1392884256576019,0.8650027121079109,0.8286398764916404,0.9019148346239252,0.02646909149443626,5,961,301,4,1,1
airfoil_self_noise,two_stage_mlp,2.6181175231933596,2.385152101516724,2.973121404647827,0.21698549873399864,1.854206347465515,1.7701667547225952,2.098230361938477,0.13832229332124288,0.8517207622528076,0.8117734789848328,0.869641900062561,0.02457295297535047,5,961,301,4,1,1
airfoil_self_noise,simple_mlp,3.066904401779175,2.8089442253112797,3.390963315963745,0.21447474823557525,2.194262981414795,2.0557310581207275,2.4345715045928955,0.14294670845600557,0.7967238903045655,0.7551490664482117,0.8192026615142822,0.028912005819051838,5,961,301,4,1,1
auto_mpg,random_forest,2.941601840978689,2.3845985809653607,3.5268136139188013,0.46263761338437137,2.0468660869159736,1.8130928604278624,2.212113789591533,0.1809740088551914,0.8659014537284853,0.8205711839167172,0.8982806399878247,0.0339972918447164,5,250,79,5,2,1
auto_mpg,xgboost,2.9707841492498086,2.4681453588418414,3.465860320084964,0.471305467510225,2.0714057750043153,1.849780117725767,2.2637937496832783,0.19382549071993432,0.862833117708556,0.8185018400313528,0.8922342968201492,0.036915062848069974,5,250,79,5,2,1
auto_mpg,lightgbm,3.0426359265874834,2.6547060267469167,3.5246381731861844,0.3673783427128752,2.1674154543098947,2.0717078520124006,2.2444222165210355,0.06818700014839486,0.8564361903405355,0.8207924694238774,0.8844899645711994,0.029617590881075996,5,250,79,5,2,1
auto_mpg,prism_z_acp_random_forest,3.0564153495168096,2.80636946972462,3.277706794611094,0.1900408214485876,2.1869631239122564,2.027219294372697,2.34724159175692,0.13840821817979174,0.8553328339293028,0.8353668703582607,0.8846956672099615,0.018841323499874118,5,250,79,5,2,1
auto_mpg,prism_z_random_forest,3.0664372110388136,2.784940178818379,3.2855013183342794,0.1983806426066559,2.1994981524107793,1.9825694952515145,2.441916692201644,0.18563347876163905,0.8542292597939701,0.8296441188564434,0.8794603024293184,0.021329131848437512,5,250,79,5,2,1
auto_mpg,prism_z_acp_lightgbm,3.0723997968730257,2.908756432253137,3.29368707247604,0.1567328430132741,2.228203375242036,2.072568317251158,2.3629492281158964,0.11564984428591023,0.8540767985157214,0.833757637632309,0.8735893463206645,0.015295761980140914,5,250,79,5,2,1
auto_mpg,prism_z_lightgbm,3.0934582746327814,2.980823798325661,3.3143832971578164,0.1339493801797844,2.268645437128118,2.11151569136154,2.38242041562545,0.0995251848570776,0.8514855212832229,0.8316618714849902,0.8804764870920085,0.02020515092796188,5,250,79,5,2,1
